"ID"@"CONTRACT_NAME"@"DEPOSIT"@"END_DATE"@"LINK_ID"@"START_DATE"@"TS_TIMESTAMP"@"FI_ACCOUNT_ID"@"PD_CONTACT_PERSON_ID"@"CO_STATE_ID"@"CO_TYPE_ID"@"CO_PAYMENT_SCHEDULE_TYPE_ID"@"PD_SALES_PERSON_ID"@"IS_EXCLUDE_FROM_UNFLOWN_HOURS"@"IS_SHOWN_IN_PAYMENT_REQUEST"@"INCLUDE_DOMESTIC_RATE"@"ENABLE_MANAGEMENT_FEE"@"MINIMUM_REQUIRED_BALANCE"@"PAYMENT_TERMS"@"CONTRACT_MS_ID"@"PAYMENT_SCHEDULE_MS_ID"@"SYMBOL"
72823@"CONTRACT #270"@0@31/07/17@270@01/08/14@03/04/19 12:25:19,497000000@2622@144535@6@1@4@144535@1@1@0@0@0@5@""@""@"€"
66518@"CONTRACT #280"@13125000@31/08/18@280@15/10/14@19/09/18 08:11:09,932000000@2692@3907@4@1@4@3907@0@1@0@0@1000000@5@""@""@"€"
38352@"CONTRACT #287"@0@14/11/16@287@15/11/14@13/09/17 09:52:37,074000000@1049@3446@4@1@4@3446@0@0@0@@0@5@""@""@"€"
42749@"CONTRACT #288"@10000000@04/12/16@288@27/11/14@14/11/17 17:13:02,081000000@2806@144535@4@1@4@144535@0@0@0@0@0@5@""@""@"€"
62417@"CONTRACT #300"@9200000@31/01/18@300@01/02/15@10/07/18 08:47:58,738000000@2889@335@4@1@4@335@0@1@0@0@0@5@""@""@"€"
38859@"CONTRACT #303"@5024500@31/12/17@303@01/01/15@18/09/17 13:05:11,065000000@799@144535@4@1@4@144535@0@1@0@@0@5@""@""@"€"
72086@"CONTRACT #307"@14026500@31/12/20@307@23/01/15@19/02/19 12:21:17,544000000@2962@202@3@1@4@202@0@1@0@0@1500000@5@""@""@"$"
73074@"CONTRACT #308"@0@01/01/20@308@29/01/15@11/04/19 14:38:23,372000000@1283@713@3@1@5@713@0@1@0@1@1000000@5@""@""@"€"
72831@"CONTRACT #310"@0@31/12/17@310@01/01/15@03/04/19 12:35:14,342000000@1519@224@6@1@4@224@1@1@0@0@0@5@""@""@"€"
72829@"CONTRACT #311"@0@31/12/17@311@01/01/15@03/04/19 12:33:51,586000000@2976@224@6@1@4@224@1@1@0@0@0@5@""@""@"€"
63472@"CONTRACT #312"@0@14/02/18@312@15/02/15@18/07/18 11:29:18,839000000@2993@100322@4@1@5@100322@0@1@0@0@0@5@""@""@"€"
62672@"CONTRACT #314"@0@30/06/18@314@15/02/15@11/07/18 09:43:47,628000000@3004@100322@4@1@5@100322@0@1@0@0@0@5@""@""@"€"
41654@"CONTRACT #315"@7087500@19/02/18@315@20/02/15@25/10/17 18:39:17,951000000@3009@3446@4@1@4@3446@0@0@0@0@0@5@""@""@"€"
75586@"CONTRACT #316"@31725000@30/09/19@316@01/01/15@17/06/19 18:44:52,840000000@3020@154@3@1@4@154@0@0@0@1@0@5@""@""@"$"
74855@"CONTRACT #321"@0@15/09/19@321@12/03/15@31/05/19 14:15:21,605000000@3098@202@3@1@6@202@0@1@0@0@1500000@5@""@""@"€"
29502@"CONTRACT #323"@34000000@26/03/18@323@27/03/15@06/06/17 11:44:52,019000000@3174@80083@4@1@4@80083@0@0@0@@0@5@""@""@"€"
63471@"CONTRACT #324"@0@30/06/18@324@01/04/15@18/07/18 11:28:27,505000000@36@100322@4@1@6@100322@0@1@0@0@0@5@""@""@"€"
72825@"CONTRACT #325"@0@30/05/18@325@31/05/15@03/04/19 12:27:42,618000000@3194@713@6@1@6@713@1@1@0@0@0@5@""@""@"€"
2229@"CONTRACT #330"@0@26/03/16@330@26/03/15@02/04/15 15:36:39,994000000@3231@713@1@1@6@713@0@0@0@@0@5@""@""@"€"
66882@"CONTRACT #333"@10000000@01/10/18@333@01/04/15@28/09/18 16:44:33,765000000@379@202@3@1@4@202@0@1@0@0@4000000@5@""@""@"$"
38353@"CONTRACT #334"@13687500@31/07/17@334@24/03/15@13/09/17 09:53:27,194000000@3277@3446@4@1@4@3446@0@0@0@@0@5@""@""@"€"
72827@"CONTRACT #340"@0@30/03/18@340@31/03/15@03/04/19 12:30:59,847000000@3314@3767@6@1@4@3767@1@1@0@0@0@5@""@""@"€"
73371@"CONTRACT #341"@0@19/04/19@341@13/04/15@18/04/19 11:07:34,725000000@3318@224@3@1@5@224@0@1@0@0@4000000@5@""@""@"$"
73035@"CONTRACT #342"@0@31/12/18@342@17/04/15@10/04/19 15:59:53,936000000@3321@100322@4@1@6@100322@0@1@0@0@500000@5@""@""@"$"
39275@"CONTRACT #343"@0@19/03/18@343@20/03/15@22/09/17 16:34:10,014000000@3324@3446@4@1@6@3446@0@0@0@@0@5@""@""@"€"
71234@"CONTRACT #345"@17700000@14/04/21@345@03/04/15@15/01/19 10:32:09,136000000@3332@224@3@1@3@224@0@1@0@0@1000000@5@""@""@"€"
45799@"CONTRACT #353"@13750000@13/05/18@353@14/05/15@29/12/17 18:38:49,315000000@3462@2479@4@1@4@2479@1@1@1@0@0@5@""@""@"$"
67592@"CONTRACT #357"@9900000@25/11/18@357@26/05/15@16/10/18 16:10:11,558000000@3507@144535@4@1@4@144535@0@1@0@0@4000000@5@""@""@"$"
59617@"CONTRACT #358"@0@22/07/18@358@21/07/15@15/06/18 10:09:29,477000000@3508@202@3@1@6@202@0@1@0@0@6000000@5@""@""@"$"
72822@"CONTRACT #359"@14375000@17/05/18@359@18/05/15@03/04/19 12:23:33,973000000@3541@713@6@1@4@713@0@1@0@0@0@5@""@""@"€"
72104@"CONTRACT #360"@0@11/08/21@360@12/08/15@20/02/19 18:25:13,333000000@3576@100322@3@1@6@100322@0@1@0@0@6000000@5@""@""@"$"
72828@"CONTRACT #366"@0@07/12/17@366@08/12/14@03/04/19 12:32:19,125000000@3624@224@6@1@4@224@1@0@0@0@0@5@""@""@"€"
71921@"CONTRACT #369"@0@31/01/19@369@01/08/15@11/02/19 14:24:00,471000000@3698@100322@4@1@6@100322@0@1@0@0@4000000@5@""@""@"$"
65970@"CONTRACT #372"@0@29/07/18@372@30/07/15@04/09/18 15:16:08,131000000@3705@100322@4@1@6@100322@0@1@0@0@4000000@5@""@""@"$"
71687@"CONTRACT #375"@0@13/09/19@375@14/09/15@01/02/19 10:34:40,356000000@4103@3907@3@1@1@3907@0@1@0@0@6000000@5@""@""@"$"
40049@"CONTRACT #376"@61225000@19/10/17@376@10/10/14@30/09/17 10:31:13,533000000@4198@80083@4@1@4@80083@0@0@0@@0@5@""@""@"€"
72824@"CONTRACT #377"@20982781@06/07/18@377@24/06/15@03/04/19 12:26:27,912000000@3488@202@6@1@4@202@1@1@0@0@0@5@""@""@"$"
67038@"CONTRACT #379"@10087500@05/07/18@379@06/07/15@02/10/18 17:28:57,957000000@4279@202@3@1@4@202@0@1@0@0@0@5@""@""@"$"
72702@"CONTRACT #380"@11687500@01/08/19@380@31/07/15@28/03/19 14:12:28,605000000@4399@2479@3@1@4@2479@0@1@1@0@1378800@5@""@""@"$"
72832@"CONTRACT #382"@0@09/07/18@382@10/07/15@03/04/19 12:36:30,186000000@3701@335@6@1@4@335@1@1@0@0@0@5@""@""@"$"
13988@"CONTRACT #383"@0@29/06/16@383@30/06/15@19/04/16 09:13:44,744000000@7648@3208@4@1@1@3208@0@0@0@@0@5@""@""@"$"
10722@"CONTRACT #384"@0@31/12/15@384@01/01/15@07/01/16 11:22:42,965000000@7698@17@2@1@1@17@0@0@0@@0@5@""@""@"$"
61368@"CONTRACT #386"@0@18/09/18@386@19/09/15@02/07/18 09:37:16,741000000@9298@3767@4@1@5@3767@0@1@0@0@0@5@""@""@"$"
72826@"CONTRACT #389"@0@17/09/18@389@18/09/15@03/04/19 12:29:44,634000000@9650@202@6@1@4@202@1@1@0@0@4000000@5@""@""@"$"
69890@"CONTRACT #391"@0@03/09/23@391@04/09/15@12/12/18 22:25:03,715000000@10552@62590@3@1@6@62590@0@1@1@0@47850000@5@""@""@"$"
71742@"CONTRACT #392"@0@03/10/18@392@04/10/15@04/02/19 16:57:26,925000000@10553@176599@4@1@6@176599@0@1@0@0@4000000@5@""@""@"$"
68470@"CONTRACT #393"@0@29/09/21@393@30/09/15@07/11/18 12:22:44,724000000@10698@3907@3@1@4@3907@0@1@0@0@4000000@5@""@""@"$"
72484@"CONTRACT #394"@0@29/09/21@394@30/09/15@12/03/19 10:35:15,680000000@10699@3907@3@1@4@3907@0@1@0@0@6000000@5@""@""@"$"
72785@"CONTRACT #395"@30593800@06/11/20@395@07/11/15@01/04/19 19:32:01,564000000@10999@62590@3@1@3@62590@0@1@1@0@6000000@5@""@""@"$"
32250@"CONTRACT #403"@6875000@19/06/17@403@20/06/14@04/07/17 16:21:28,989000000@12298@204@4@1@5@204@0@0@0@@0@5@""@""@"€"
71653@"CONTRACT #404"@14937500@31/10/18@404@05/10/15@29/01/19 19:15:59,863000000@12648@335@4@1@4@335@0@1@1@0@6000000@5@""@""@"$"
71739@"CONTRACT #407"@0@07/11/18@407@01/11/15@04/02/19 15:20:04,958000000@12803@122340@4@1@1@122340@0@1@0@0@4000000@5@""@""@"$"
71738@"CONTRACT #410"@0@09/11/18@410@13/10/15@04/02/19 15:17:58,355000000@13248@122340@4@1@6@122340@1@1@0@0@4000000@5@""@""@"$"
71645@"CONTRACT #411"@0@13/12/18@411@01/12/15@29/01/19 16:53:16,871000000@14101@80083@4@1@6@80083@0@1@0@0@4000000@5@""@""@"$"
72181@"CONTRACT #413"@0@25/12/18@413@08/12/15@22/02/19 17:44:12,082000000@14154@224@4@1@6@224@0@1@0@0@4000000@5@""@""@"$"
44709@"CONTRACT #414"@16625000@03/12/19@414@04/12/15@13/12/17 17:27:58,356000000@14157@224@4@1@4@224@0@1@0@0@0@5@""@""@"$"
70852@"CONTRACT #415"@0@31/05/19@415@30/01/16@02/01/19 15:52:31,430000000@14305@100322@3@1@6@100322@0@1@0@0@4000000@5@""@""@"$"
29404@"CONTRACT #417"@6875000@28/12/17@417@29/12/15@05/06/17 10:42:49,183000000@14603@154@4@1@5@154@0@0@0@@0@5@""@""@"€"
72480@"CONTRACT #421"@50787500@30/01/22@421@31/12/15@11/03/19 20:04:31,569000000@14608@62590@3@1@4@62590@0@1@1@0@0@5@""@""@"$"
72478@"CONTRACT #422"@10000000@29/12/19@422@30/12/15@11/03/19 16:23:11,150000000@14748@121625@3@1@4@121625@0@1@0@0@4000000@5@""@""@"$"
41449@"CONTRACT #423"@18250000@30/11/19@423@01/06/16@24/10/17 08:42:45,008000000@14752@44420@4@1@3@44420@0@1@0@0@0@5@""@""@"$"
56252@"CONTRACT #424"@0@30/12/17@424@31/12/15@10/05/18 13:25:03,556000000@14849@122340@4@1@4@122340@0@1@0@0@0@5@""@""@"$"
68730@"CONTRACT #426"@0@30/12/18@426@31/12/15@13/11/18 19:35:46,010000000@15549@3907@4@1@6@3907@0@1@0@0@4500000@5@""@""@"£"
39350@"CONTRACT #427"@0@25/09/17@427@08/01/16@25/09/17 11:18:52,703000000@15648@202@4@1@6@202@0@0@0@@0@5@""@""@"$"
71960@"CONTRACT #431"@29875000@31/07/21@431@01/02/16@13/02/19 20:35:02,150000000@16453@2479@3@1@4@2479@0@1@1@0@6000000@5@""@""@"$"
36702@"CONTRACT #432"@0@31/07/17@432@01/02/16@25/08/17 12:42:04,876000000@17003@122340@4@1@1@122340@1@0@0@@0@5@""@""@"$"
71740@"CONTRACT #433"@49339700@31/12/18@433@01/01/16@04/02/19 16:52:23,432000000@17410@100322@4@1@4@100322@0@1@0@0@4000000@5@""@""@"$"
72505@"CONTRACT #434"@0@23/08/19@434@24/02/16@14/03/19 09:33:26,603000000@17411@100322@3@1@5@100322@0@1@0@0@0@5@""@""@"$"
13990@"CONTRACT #435"@0@09/12/18@435@10/12/15@19/04/16 09:19:12,716000000@17559@3446@2@1@6@3446@0@0@0@@0@5@""@""@"$"
42257@"CONTRACT #438"@0@30/09/17@438@09/03/16@06/11/17 16:01:12,479000000@18317@43570@4@1@6@43570@0@0@0@0@0@5@""@""@"$"
74916@"CONTRACT #439"@0@31/03/20@439@01/04/16@31/05/19 14:23:36,274000000@18389@202@3@1@6@202@0@1@0@1@4000000@5@""@""@"$"
13683@"CONTRACT #440"@10000@30/04/20@440@01/04/15@07/04/16 16:45:25,832000000@12048@88385@3@1@1@88385@1@0@0@@0@5@""@""@"$"
71680@"CONTRACT #442"@34000000@30/06/19@442@31/03/16@31/01/19 17:36:17,646000000@18403@80083@3@1@5@80083@0@1@0@0@4000000@5@""@""@"$"
70077@"CONTRACT #444"@0@11/04/19@444@12/04/16@18/12/18 18:47:39,266000000@18513@131975@3@1@6@131975@0@1@0@0@6000000@5@""@""@"$"
72605@"CONTRACT #446"@32375000@30/12/19@446@25/12/15@21/03/19 10:44:37,237000000@18665@154@3@1@4@154@0@1@0@0@4000000@5@""@""@"$"
72502@"CONTRACT #447"@0@03/05/19@447@01/05/16@13/03/19 15:37:27,629000000@18758@224@3@1@6@224@0@1@0@1@4000000@5@""@""@"$"
71969@"CONTRACT #449"@0@30/04/19@449@01/05/16@14/02/19 11:17:06,241000000@18776@3907@6@1@5@3907@0@1@0@0@6000000@5@""@""@"$"
70832@"CONTRACT #450"@7000000@29/04/19@450@30/04/16@02/01/19 15:17:51,735000000@18813@80083@3@1@4@80083@0@1@0@0@4000000@5@""@""@"$"
41602@"CONTRACT #457"@0@23/12/16@457@25/05/16@25/10/17 12:21:27,819000000@19573@154@4@1@3@154@1@0@0@0@0@5@""@""@"€"
72352@"CONTRACT #458"@0@29/06/20@458@20/12/16@01/03/19 14:22:06,124000000@19620@100322@3@1@6@100322@0@1@0@0@6000000@5@""@""@"$"
72345@"CONTRACT #459"@0@30/05/19@459@31/05/16@01/03/19 10:32:16,192000000@19624@80083@3@1@5@80083@0@1@0@0@4000000@5@""@""@"$"
70885@"CONTRACT #461"@0@14/06/19@461@15/06/16@02/01/19 16:57:01,557000000@20021@122340@3@1@6@122340@0@1@0@0@4000000@5@""@""@"$"
71992@"CONTRACT #464"@0@17/08/19@464@18/08/16@15/02/19 12:35:29,718000000@20870@335@3@1@6@335@0@1@0@1@4000000@5@""@""@"$"
68728@"CONTRACT #468"@0@29/10/19@468@01/06/16@13/11/18 19:07:22,477000000@21074@43570@3@1@4@43570@0@1@0@0@6000000@5@""@""@"$"
46199@"CONTRACT #473"@30250000@29/06/18@473@30/06/16@07/01/18 16:08:58,764000000@22171@80083@4@1@4@80083@0@1@0@0@0@5@""@""@"$"
66073@"CONTRACT #474"@0@24/07/20@474@25/07/16@06/09/18 21:31:44,388000000@23375@2479@3@1@6@2479@0@1@0@0@6000000@5@""@""@"$"
72715@"CONTRACT #475"@33100000@14/02/20@475@31/07/16@29/03/19 10:11:24,211000000@23374@335@3@1@5@335@0@1@0@1@0@5@""@""@"$"
72172@"CONTRACT #476"@0@17/07/19@476@18/07/16@22/02/19 13:26:28,900000000@23378@122340@3@1@6@122340@0@1@0@0@3000000@5@""@""@"€"
56853@"CONTRACT #479"@0@31/07/17@479@01/08/16@18/05/18 12:40:38,096000000@24071@3446@4@1@1@3446@0@0@0@0@0@5@""@""@"$"
66519@"CONTRACT #481"@0@31/07/17@481@28/07/16@19/09/18 08:32:34,317000000@24871@224@4@1@1@224@0@0@0@0@0@5@""@""@"$"
71634@"CONTRACT #482"@18427500@31/08/19@482@01/09/16@29/01/19 11:01:26,924000000@25071@224@3@1@4@224@0@1@0@0@4000000@5@""@""@"$"
71175@"CONTRACT #483"@0@31/08/19@483@01/09/16@10/01/19 14:34:21,202000000@25222@122339@3@1@6@122339@0@1@0@0@4000000@5@""@""@"$"
59820@"CONTRACT #484"@0@06/06/18@484@12/09/16@18/06/18 08:53:58,863000000@25225@224@4@1@1@224@0@1@0@0@0@5@""@""@"$"
70621@"CONTRACT #490"@0@31/12/22@490@08/09/16@28/12/18 12:23:19,966000000@26130@202@3@1@1@202@0@1@0@1@4000000@5@""@""@"$"
65123@"CONTRACT #492"@0@15/09/19@492@16/09/16@13/08/18 13:27:19,490000000@26223@122340@4@1@6@122340@0@1@0@0@0@5@""@""@"£"
74924@"CONTRACT #495"@0@14/02/20@495@28/09/16@31/05/19 14:25:44,048000000@26426@122340@3@1@6@122340@0@1@0@1@4000000@5@""@""@"$"
73124@"CONTRACT #499"@0@20/10/19@499@21/10/16@12/04/19 11:58:20,520000000@26725@100322@3@1@6@100322@0@1@0@0@4000000@5@""@""@"$"
50699@"CONTRACT #503"@0@31/01/18@503@31/10/16@04/03/18 17:32:15,531000000@27172@122340@4@1@6@122340@0@1@0@0@0@5@""@""@"$"
71874@"CONTRACT #505"@0@31/05/19@505@01/12/16@07/02/19 15:32:10,969000000@27577@122340@3@1@1@122340@0@1@0@0@6000000@5@""@""@"$"
71094@"CONTRACT #506"@37198400@11/11/19@506@12/11/16@08/01/19 12:52:33,049000000@27723@122339@3@1@5@122339@0@1@0@0@6000000@5@""@""@"$"
72085@"CONTRACT #507"@0@17/04/20@507@18/11/16@19/02/19 11:57:19,787000000@27731@100322@3@1@6@100322@0@1@0@0@4000000@5@""@""@"$"
72109@"CONTRACT #510"@0@01/12/19@510@02/12/16@21/02/19 09:33:52,777000000@27972@100322@3@1@6@100322@0@1@0@0@4000000@5@""@""@"$"
71700@"CONTRACT #511"@12062500@30/11/18@511@08/11/16@01/02/19 17:24:06,933000000@27976@122340@4@1@4@122340@0@1@0@0@3000000@5@""@""@"€"
72983@"CONTRACT #512"@0@26/11/19@512@27/11/16@08/04/19 15:11:30,323000000@28023@100322@3@1@6@100322@0@1@0@0@4000000@5@""@""@"$"
63470@"CONTRACT #513"@0@30/11/17@513@11/11/16@18/07/18 11:25:54,819000000@28073@100322@4@1@4@100322@0@1@0@0@0@5@""@""@"$"
52899@"CONTRACT #514"@0@27/03/20@514@28/11/16@29/03/18 20:02:50,637000000@28074@62590@4@1@6@62590@0@1@0@0@0@5@""@""@"$"
75579@"CONTRACT #515"@24045600@30/11/21@515@01/12/16@17/06/19 17:20:57,382000000@28077@713@3@1@4@209@0@1@0@1@4000000@5@""@""@"$"
70862@"CONTRACT #517"@0@27/11/19@517@28/11/16@02/01/19 16:10:03,189000000@28125@100322@3@1@6@100322@0@1@0@0@4000000@5@""@""@"$"
72693@"CONTRACT #518"@0@04/12/19@518@05/12/16@27/03/19 21:33:29,621000000@28126@2479@3@1@6@2479@0@1@0@0@6000000@5@""@""@"$"
71973@"CONTRACT #522"@2000000@14/12/19@522@15/12/16@14/02/19 11:31:04,824000000@28323@713@3@1@5@713@0@1@0@0@9200000@5@""@""@"€"
73378@"CONTRACT #523"@0@15/12/19@523@16/12/16@18/04/19 16:07:23,573000000@28324@335@3@1@6@335@0@1@0@1@4000000@5@""@""@"$"
73070@"CONTRACT #524"@0@15/12/19@524@16/12/16@11/04/19 11:29:25,590000000@28325@80083@3@1@4@80083@0@1@0@0@2775000@5@""@""@"€"
75578@"CONTRACT #526 #2"@6000@31/12/19@526@01/01/17@17/06/19 16:52:55,295000000@28327@224@3@1@4@224@0@1@1@1@10000@5@""@""@"$"
72541@"CONTRACT #527"@0@24/02/20@527@25/02/17@15/03/19 16:34:31,432000000@28372@100322@3@1@6@100322@0@1@0@0@1500000@5@""@""@"$"
65795@"CONTRACT #529"@0@22/12/19@529@01/12/16@30/08/18 16:28:44,453000000@28425@2479@4@1@6@2479@0@1@0@0@6130800@5@""@""@"$"
72570@"CONTRACT #530"@0@07/01/19@530@08/01/17@16/03/19 13:16:56,329000000@28522@100322@4@1@6@100322@0@1@0@0@12630000@5@""@""@"$"
72523@"CONTRACT #532"@0@01/01/22@532@02/01/17@14/03/19 17:14:49,215000000@28524@713@3@1@6@713@0@1@0@1@3000000@5@""@""@"€"
71238@"CONTRACT #534"@0@22/12/19@534@23/12/16@15/01/19 12:55:49,222000000@28526@100322@3@1@5@100322@0@1@0@0@4000000@5@""@""@"$"
72979@"CONTRACT #535"@0@27/03/20@535@28/03/17@08/04/19 11:55:02,254000000@28572@122339@3@1@6@122339@0@1@0@0@6000000@5@""@""@"$"
71982@"CONTRACT #536"@0@16/12/19@536@17/12/16@14/02/19 15:01:10,474000000@28573@335@3@1@6@335@0@1@0@1@4000000@5@""@""@"$"
71990@"CONTRACT #537"@0@16/12/19@537@17/12/16@15/02/19 08:14:41,982000000@28575@335@3@1@6@335@0@1@0@1@4000000@5@""@""@"$"
71651@"CONTRACT #538"@0@13/06/18@538@22/12/16@29/01/19 19:14:36,487000000@28576@2479@4@1@1@2479@0@1@1@0@4000000@5@""@""@"$"
72094@"CONTRACT #539"@0@30/11/19@539@01/12/16@20/02/19 09:50:41,576000000@28678@713@3@1@3@713@0@1@0@0@3000000@5@""@""@"€"
68868@"CONTRACT #540"@0@30/11/18@540@01/12/16@15/11/18 10:41:27,272000000@28679@713@4@1@6@713@0@1@0@0@1000000@5@""@""@"€"
