"LINK_ID"@"CONTRACT_MS_ID"@"VJ_AIRCRAFT_TYPE_ID"@"ID"@"TOTAL_AMOUNT_CENTS"@"USED_AMOUNT_CENTS"@"VALID_FROM"@"VALID_TO"@"DUE_DATE"@"NOTES"@"FEE_RATE"@"CO_DETAIL_ID"@"FI_INVOICE_ID"@"LINK_ID_1"@"MANAGEMENT_FEE_LINE_MS_ID"@"DESCRIPTION"@"MANAGEMENT_FEE_MS_ID"@"MANAGEMENT_FEE_SCHEDULE_TYPE"@"NAME"
614@""@6@2918@1540000@0@24/10/18 00:00:00,000000000@23/11/18 00:00:00,000000000@24/10/18 00:00:00,000000000@""@450849,947534@75322@152527@647@""@""@""@3@"Monthly"
614@""@6@2919@1540000@1722568@24/11/18 00:00:00,000000000@23/12/18 00:00:00,000000000@24/11/18 00:00:00,000000000@""@473715,545755@75322@155145@646@""@""@""@3@"Monthly"
614@""@6@2920@1540000@3707150@24/12/18 00:00:00,000000000@23/01/19 00:00:00,000000000@24/12/18 00:00:00,000000000@""@462000@75322@157442@645@""@""@""@3@"Monthly"
614@""@6@2921@1540000@1474397@24/01/19 00:00:00,000000000@23/02/19 00:00:00,000000000@24/01/19 00:00:00,000000000@""@427978,655283@75322@160042@665@""@""@""@3@"Monthly"
614@""@6@2922@1540000@40848@24/02/19 00:00:00,000000000@23/03/19 00:00:00,000000000@24/02/19 00:00:00,000000000@""@501897,371715@75322@162905@666@""@""@""@3@"Monthly"
614@""@6@2923@1540000@0@24/03/19 00:00:00,000000000@23/04/19 00:00:00,000000000@24/03/19 00:00:00,000000000@""@450849,947534@75322@165481@667@""@""@""@3@"Monthly"
614@""@6@2924@1540000@0@24/04/19 00:00:00,000000000@23/05/19 00:00:00,000000000@24/04/19 00:00:00,000000000@""@473715,545755@75322@168205@668@""@""@""@3@"Monthly"
614@""@6@2925@1540000@0@24/05/19 00:00:00,000000000@23/06/19 00:00:00,000000000@24/05/19 00:00:00,000000000@""@450849,947534@75322@@669@""@""@""@3@"Monthly"
614@""@6@2926@1540000@0@24/06/19 00:00:00,000000000@23/07/19 00:00:00,000000000@24/06/19 00:00:00,000000000@""@473715,545755@75322@171794@670@""@""@""@3@"Monthly"
614@""@6@2927@1540000@0@24/07/19 00:00:00,000000000@23/08/19 00:00:00,000000000@24/07/19 00:00:00,000000000@""@462000@75322@@671@""@""@""@3@"Monthly"
614@""@6@2928@1540000@0@24/08/19 00:00:00,000000000@23/09/19 00:00:00,000000000@24/08/19 00:00:00,000000000@""@450849,947534@75322@@673@""@""@""@3@"Monthly"
614@""@6@2929@1540000@0@24/09/19 00:00:00,000000000@23/10/19 00:00:00,000000000@24/09/19 00:00:00,000000000@""@473715,545755@75322@@672@""@""@""@3@"Monthly"
614@""@6@2930@1540000@0@24/10/19 00:00:00,000000000@23/11/19 00:00:00,000000000@24/10/19 00:00:00,000000000@""@450849,947534@75322@@680@""@""@""@3@"Monthly"
614@""@6@2931@1540000@0@24/11/19 00:00:00,000000000@23/12/19 00:00:00,000000000@24/11/19 00:00:00,000000000@""@473715,545755@75322@@679@""@""@""@3@"Monthly"
614@""@6@2932@1540000@0@24/12/19 00:00:00,000000000@23/01/20 00:00:00,000000000@24/12/19 00:00:00,000000000@""@462000@75322@@678@""@""@""@3@"Monthly"
614@""@6@2933@1540000@0@24/01/20 00:00:00,000000000@23/02/20 00:00:00,000000000@24/01/20 00:00:00,000000000@""@439511,111111@75322@@677@""@""@""@3@"Monthly"
614@""@6@2934@1540000@0@24/02/20 00:00:00,000000000@23/03/20 00:00:00,000000000@24/02/20 00:00:00,000000000@""@486914,419695@75322@@676@""@""@""@3@"Monthly"
614@""@6@2935@1540000@0@24/03/20 00:00:00,000000000@23/04/20 00:00:00,000000000@24/03/20 00:00:00,000000000@""@450849,947534@75322@@675@""@""@""@3@"Monthly"
614@""@6@2936@1540000@0@24/04/20 00:00:00,000000000@23/05/20 00:00:00,000000000@24/04/20 00:00:00,000000000@""@473715,545755@75322@@674@""@""@""@3@"Monthly"
490@""@7@3224@192000000@111663570@08/09/16 00:00:00,000000000@31/12/22 00:00:00,000000000@08/09/16 00:00:00,000000000@"Second Addendum: Fleet Access Fee increased to USD 1,920,000"@600000@76571@@483@""@""@""@1@"Single Payment"
814@""@7@2704@46250000@29258046@11/07/18 00:00:00,000000000@10/07/19 00:00:00,000000000@11/07/18 00:00:00,000000000@"Member has paid this upfront on 10 July 2018."@925000@73840@@862@""@""@""@1@"Single Payment"
464@""@10@3700@10125000@8003610@18/08/16 00:00:00,000000000@17/08/17 00:00:00,000000000@18/08/16 00:00:00,000000000@""@337500@78079@@82@""@""@""@6@"Annually"
464@""@10@3701@10365000@10853158@18/08/17 00:00:00,000000000@17/08/18 00:00:00,000000000@18/08/17 00:00:00,000000000@""@345500@78079@@80@""@""@""@6@"Annually"
464@""@10@3702@10755000@4867232@18/08/18 00:00:00,000000000@17/08/19 00:00:00,000000000@18/08/18 00:00:00,000000000@""@358500@78079@147151@81@""@""@""@6@"Annually"
913@""@7@3741@39440400@10353105@14/12/18 00:00:00,000000000@13/12/19 00:00:00,000000000@14/12/18 00:00:00,000000000@"Expressed in the Program as Monthly Membership Subscriptions of EUR 32,867 each however they are payable yearly in advance, so 12 x EUR 32,867 = EUR 394,404."@394404@78191@@1004@""@""@""@6@"Annually"
913@""@7@3742@39440400@0@14/12/19 00:00:00,000000000@13/12/20 00:00:00,000000000@14/12/19 00:00:00,000000000@""@394404@78191@@1005@""@""@""@6@"Annually"
913@""@7@3743@39440400@0@14/12/20 00:00:00,000000000@13/12/21 00:00:00,000000000@14/12/20 00:00:00,000000000@""@394404@78191@@1006@""@""@""@6@"Annually"
741@""@5@3901@21582000@22587129@07/03/18 00:00:00,000000000@06/03/19 00:00:00,000000000@07/03/18 00:00:00,000000000@""@539550@78626@@721@""@""@""@6@"Annually"
741@""@5@3902@22272000@0@07/03/19 00:00:00,000000000@06/03/20 00:00:00,000000000@07/03/19 00:00:00,000000000@"Management Fee updated in line with inflationary iincrease"@556800@78626@163844@722@""@""@""@6@"Annually"
741@""@5@3903@22272000@0@07/03/20 00:00:00,000000000@06/03/21 00:00:00,000000000@07/03/20 00:00:00,000000000@"Management Fee Updated in line with inflationary increase"@556800@78626@@720@""@""@""@6@"Annually"
742@""@10@4070@13333200@12989073@25/04/18 00:00:00,000000000@24/10/18 00:00:00,000000000@25/04/18 00:00:00,000000000@""@669539,740821@78913@130987@573@""@""@""@5@"Bi-Annually"
742@""@10@4071@13333200@9691549@25/10/18 00:00:00,000000000@24/04/19 00:00:00,000000000@25/10/18 00:00:00,000000000@""@663804,925054@78913@152637@575@""@""@""@5@"Bi-Annually"
742@""@10@4072@13746500@0@25/04/19 00:00:00,000000000@24/10/19 00:00:00,000000000@25/04/19 00:00:00,000000000@""@690294,00648@78913@168302@574@""@""@""@5@"Bi-Annually"
742@""@10@4073@13333200@0@25/10/19 00:00:00,000000000@24/04/20 00:00:00,000000000@25/10/19 00:00:00,000000000@""@663804,925054@78913@@576@""@""@""@5@"Bi-Annually"
742@""@10@4074@13333200@0@25/04/20 00:00:00,000000000@24/10/20 00:00:00,000000000@25/04/20 00:00:00,000000000@""@669539,740821@78913@@572@""@""@""@5@"Bi-Annually"
742@""@10@4075@13333200@0@25/10/20 00:00:00,000000000@24/04/21 00:00:00,000000000@25/10/20 00:00:00,000000000@""@663804,925054@78913@@571@""@""@""@5@"Bi-Annually"
744@""@10@4104@26666400@15733176@21/03/18 00:00:00,000000000@20/03/19 00:00:00,000000000@21/03/18 00:00:00,000000000@"This payment is expressed as the total of  12 Monthly Management Fees of USD 22,222 each."@666660@79174@@495@""@""@""@6@"Annually"
744@""@10@4105@27516000@0@21/03/19 00:00:00,000000000@20/03/20 00:00:00,000000000@21/03/19 00:00:00,000000000@""@687900@79174@165268@493@""@""@""@6@"Annually"
744@""@10@4106@27516000@0@21/03/20 00:00:00,000000000@20/03/21 00:00:00,000000000@21/03/20 00:00:00,000000000@""@687900@79174@@494@""@""@""@6@"Annually"
447@""@10@3923@10125000@8399531@01/05/16 00:00:00,000000000@30/04/17 00:00:00,000000000@01/05/16 00:00:00,000000000@""@337500@78654@@637@""@""@""@6@"Annually"
447@""@10@3924@16875000@13947191@01/05/17 00:00:00,000000000@30/04/18 00:00:00,000000000@01/05/17 00:00:00,000000000@""@337500@78654@@638@""@""@""@6@"Annually"
447@""@10@3925@16875000@18906414@01/05/18 00:00:00,000000000@30/04/19 00:00:00,000000000@01/05/18 00:00:00,000000000@""@340221,774194@78654@131663@639@""@""@""@6@"Annually"
532@""@10@3949@49056900@39407079@02/01/17 00:00:00,000000000@01/01/18 00:00:00,000000000@02/01/17 00:00:00,000000000@""@327046@78677@@635@""@""@""@6@"Annually"
532@""@10@3950@49056900@49966361@02/01/18 00:00:00,000000000@01/01/19 00:00:00,000000000@02/01/18 00:00:00,000000000@""@327046@78677@121256@636@""@""@""@6@"Annually"
532@""@10@3951@49056900@16483120@02/01/19 00:00:00,000000000@01/01/20 00:00:00,000000000@02/01/19 00:00:00,000000000@""@327046@78677@158227@634@""@""@""@6@"Annually"
532@""@10@3952@49056900@0@02/01/20 00:00:00,000000000@01/01/21 00:00:00,000000000@02/01/20 00:00:00,000000000@""@327046@78677@@1023@""@""@""@6@"Annually"
532@""@10@3953@49056900@0@02/01/21 00:00:00,000000000@01/01/22 00:00:00,000000000@02/01/21 00:00:00,000000000@""@327046@78677@@1024@""@""@""@6@"Annually"
752@""@7@4021@112025000@106728297@07/04/18 00:00:00,000000000@31/10/19 00:00:00,000000000@19/04/18 00:00:00,000000000@"This is IN ADDITION to the ""412,125"" Payment, although both were made in a single wire in the amout of 972,250 prior to the Start Date.

Addendum: purchase of 75 additional Flight Hours, leading to the doubling of the AMS."@746833,333333@78877@131899@681@""@""@""@1@"Single Payment"
536@""@10@3694@5062500@5062500@17/12/16 00:00:00,000000000@16/12/17 00:00:00,000000000@17/12/16 00:00:00,000000000@""@337500@78069@@704@""@""@""@6@"Annually"
536@""@10@3695@5062500@3598771@17/12/17 00:00:00,000000000@16/12/18 00:00:00,000000000@17/12/17 00:00:00,000000000@""@337500@78069@119846@702@""@""@""@6@"Annually"
536@""@10@3696@5257500@3106715@17/12/18 00:00:00,000000000@16/12/19 00:00:00,000000000@17/12/18 00:00:00,000000000@""@350500@78069@156869@703@""@""@""@6@"Annually"
475@""@6@4076@39641250@69901004@31/07/17 00:00:00,000000000@30/01/18 00:00:00,000000000@31/07/17 00:00:00,000000000@""@431578,125@78919@@379@""@""@""@5@"Bi-Annually"
475@""@6@4077@39641250@3964126@31/01/18 00:00:00,000000000@14/02/18 00:00:00,000000000@31/01/18 00:00:00,000000000@""@4865062,500001@78919@123383@378@""@""@""@5@"Bi-Annually"
475@""@6@4078@40830500@72098158@15/02/18 00:00:00,000000000@14/08/18 00:00:00,000000000@15/02/18 00:00:00,000000000@""@653372,306104@78919@@377@""@""@""@5@"Bi-Annually"
475@""@6@4079@40830500@43588354@15/08/18 00:00:00,000000000@14/02/19 00:00:00,000000000@15/08/18 00:00:00,000000000@"Second Addendum:  USD 122,491.50 added to Bi-Annual Membership Subscription for the purchase of 15 additional Flight Hours.

Third Addendum: USD 89,827 added to Bi-Annual Membership Subcription for the purchase of 11 additional Flight Hours"@642918,349206@78919@146823@376@""@""@""@5@"Bi-Annually"
475@""@6@4080@40830500@0@15/02/19 00:00:00,000000000@14/08/19 00:00:00,000000000@15/02/19 00:00:00,000000000@""@822066,276516@78919@162072@942@""@""@""@5@"Bi-Annually"
475@""@6@4081@40830500@0@15/08/19 00:00:00,000000000@14/02/20 00:00:00,000000000@15/08/19 00:00:00,000000000@""@811225,675489@78919@@1042@""@""@""@5@"Bi-Annually"
678@""@10@3381@21456750@13746842@30/09/17 00:00:00,000000000@29/09/18 00:00:00,000000000@30/09/17 00:00:00,000000000@""@640500@76880@@95@""@""@""@6@"Annually"
678@""@10@3382@16550000@0@30/09/18 00:00:00,000000000@29/09/19 00:00:00,000000000@30/09/18 00:00:00,000000000@""@662000@76880@150721@96@""@""@""@6@"Annually"
678@""@10@3383@16550000@0@30/09/19 00:00:00,000000000@29/09/20 00:00:00,000000000@30/09/19 00:00:00,000000000@""@662000@76880@@94@""@""@""@6@"Annually"
537@""@10@3697@3375000@2675160@17/12/16 00:00:00,000000000@16/12/17 00:00:00,000000000@17/12/16 00:00:00,000000000@""@337500@78077@@707@""@""@""@6@"Annually"
537@""@10@3698@3375000@4404035@17/12/17 00:00:00,000000000@16/12/18 00:00:00,000000000@17/12/17 00:00:00,000000000@""@337500@78077@119847@706@""@""@""@6@"Annually"
537@""@10@3699@3505000@1871953@17/12/18 00:00:00,000000000@16/12/19 00:00:00,000000000@17/12/18 00:00:00,000000000@""@350500@78077@156868@705@""@""@""@6@"Annually"
308@""@10@4121@10589475@10589475@29/01/18 00:00:00,000000000@15/01/19 00:00:00,000000000@29/01/18 00:00:00,000000000@""@281992,704735@79325@@726@""@""@""@5@"Bi-Annually"
308@""@10@4122@10589475@13558671@16/01/19 00:00:00,000000000@01/01/20 00:00:00,000000000@16/01/19 00:00:00,000000000@""@282780,393855@79325@144326@727@""@""@""@5@"Bi-Annually"
561@""@5@4161@9412500@3753705@01/02/17 00:00:00,000000000@31/01/18 00:00:00,000000000@01/02/17 00:00:00,000000000@""@376500@79630@@467@""@""@""@6@"Annually"
561@""@5@4162@9412500@8296432@01/02/18 00:00:00,000000000@31/01/19 00:00:00,000000000@01/02/18 00:00:00,000000000@""@376500@79630@@463@""@""@""@6@"Annually"
561@""@5@4163@9725000@0@01/02/19 00:00:00,000000000@31/01/20 00:00:00,000000000@01/02/19 00:00:00,000000000@"Increase of 3.4% applied - new rate is 3,890."@389000@79630@160740@464@""@""@""@6@"Annually"
561@""@5@4164@9725000@0@01/02/20 00:00:00,000000000@31/01/21 00:00:00,000000000@01/02/20 00:00:00,000000000@""@389000@79630@@465@""@""@""@6@"Annually"
561@""@5@4165@9725000@0@01/02/21 00:00:00,000000000@31/01/22 00:00:00,000000000@01/02/21 00:00:00,000000000@""@389000@79630@@466@""@""@""@6@"Annually"
561@""@10@4166@26587500@25240620@01/02/17 00:00:00,000000000@31/01/18 00:00:00,000000000@01/02/17 00:00:00,000000000@""@354500@79631@@462@""@""@""@6@"Annually"
561@""@10@4167@26587500@27289955@01/02/18 00:00:00,000000000@31/01/19 00:00:00,000000000@01/02/18 00:00:00,000000000@""@354500@79631@@458@""@""@""@6@"Annually"
561@""@10@4168@27487500@6302191@01/02/19 00:00:00,000000000@31/01/20 00:00:00,000000000@01/02/19 00:00:00,000000000@"Increase of 3.4% applied - new rate is 3,665."@366500@79631@160739@459@""@""@""@6@"Annually"
561@""@10@4169@27487500@0@01/02/20 00:00:00,000000000@31/01/21 00:00:00,000000000@01/02/20 00:00:00,000000000@""@366500@79631@@460@""@""@""@6@"Annually"
561@""@10@4170@27487500@0@01/02/21 00:00:00,000000000@31/01/22 00:00:00,000000000@01/02/21 00:00:00,000000000@""@366500@79631@@461@""@""@""@6@"Annually"
721@""@10@4174@68081000@64558738@01/02/18 00:00:00,000000000@31/01/19 00:00:00,000000000@01/02/18 00:00:00,000000000@""@680810@79633@@358@""@""@""@6@"Annually"
721@""@10@4175@69374539@10927001@01/02/19 00:00:00,000000000@31/01/20 00:00:00,000000000@01/02/19 00:00:00,000000000@""@693745,39@79633@160741@359@""@""@""@6@"Annually"
721@""@10@4176@69350000@0@01/02/20 00:00:00,000000000@31/01/21 00:00:00,000000000@01/02/20 00:00:00,000000000@""@693500@79633@@357@""@""@""@6@"Annually"
523@""@10@4171@10125000@9497992@16/12/16 00:00:00,000000000@15/12/17 00:00:00,000000000@16/12/16 00:00:00,000000000@""@337500@79632@@729@""@""@""@6@"Annually"
523@""@10@4172@10125000@10024765@16/12/17 00:00:00,000000000@15/12/18 00:00:00,000000000@16/12/17 00:00:00,000000000@""@337500@79632@119779@730@""@""@""@6@"Annually"
523@""@10@4173@10509750@2975569@16/12/18 00:00:00,000000000@15/12/19 00:00:00,000000000@16/12/18 00:00:00,000000000@""@350325@79632@156844@728@""@""@""@6@"Annually"
995@""@5@5887@10000@0@27/05/19 00:00:00,000000000@27/05/19 00:00:00,000000000@27/05/19 00:00:00,000000000@""@37300@81736@170333@1220@""@""@""@3@"Monthly"
995@""@5@5888@30000@0@28/05/19 00:00:00,000000000@28/05/19 00:00:00,000000000@28/05/19 00:00:00,000000000@""@111899,999997@81736@170334@1224@""@""@""@3@"Monthly"
995@""@10@5889@20000@0@27/05/19 00:00:00,000000000@27/05/19 00:00:00,000000000@27/05/19 00:00:00,000000000@""@149000,000001@81737@170332@1222@""@""@""@2@"Bi-Monthly"
995@""@10@5890@40000@0@28/05/19 00:00:00,000000000@28/05/19 00:00:00,000000000@28/05/19 00:00:00,000000000@""@297999,999992@81737@170358@1226@""@""@""@2@"Bi-Monthly"
995@""@10@5891@9999100@0@29/05/19 00:00:00,000000000@29/05/19 00:00:00,000000000@29/05/19 00:00:00,000000000@""@74493295,000304@81737@170357@1230@""@""@""@2@"Bi-Monthly"
1019@""@5@5901@12332100@0@12/06/19 00:00:00,000000000@12/06/19 00:00:00,000000000@12/06/19 00:00:00,000000000@""@44514902,903669@81750@170486@1378@""@""@""@@""
1019@""@16@5902@8907600@0@28/05/19 00:00:00,000000000@28/05/19 00:00:00,000000000@28/05/19 00:00:00,000000000@""@29932745,945138@81751@@1426@""@""@""@@""
1019@""@16@5903@544400@0@29/05/19 00:00:00,000000000@29/05/19 00:00:00,000000000@29/05/19 00:00:00,000000000@""@1829380,180188@81751@@1436@""@""@""@@""
1035@""@5@5926@12345600@0@27/05/19 00:00:00,000000000@27/05/19 00:00:00,000000000@27/05/19 00:00:00,000000000@""@3833308,800015@81766@170550@1498@""@""@""@1@"Single Payment"
1035@""@5@5927@13114500@0@28/05/19 00:00:00,000000000@16/08/19 00:00:00,000000000@19/06/19 00:00:00,000000000@""@49659,17378@81766@170590@1506@""@""@""@1@"Single Payment"
1035@""@10@5928@35000@0@31/05/19 00:00:00,000000000@30/06/19 00:00:00,000000000@31/05/19 00:00:00,000000000@""@6792,1875@81767@170668@1526@""@""@""@1@"Single Payment"
1035@""@16@5929@500000@0@27/05/19 00:00:00,000000000@30/05/19 00:00:00,000000000@27/05/19 00:00:00,000000000@""@970312,499996@81768@@1528@""@""@""@1@"Single Payment"
1039@""@5@6017@10000@0@26/06/19 00:00:00,000000000@26/06/19 00:00:00,000000000@26/06/19 00:00:00,000000000@""@36096,774193@81824@170547@1492@""@""@""@@""
1039@""@5@6018@33300@0@27/06/19 00:00:00,000000000@27/06/19 00:00:00,000000000@27/06/19 00:00:00,000000000@""@120202,258066@81824@171074@1502@""@""@""@@""
1039@""@10@6019@20000@0@26/06/19 00:00:00,000000000@26/06/19 00:00:00,000000000@26/06/19 00:00:00,000000000@""@72193,548386@81825@170546@1494@""@""@""@@""
1039@""@10@6020@44400@0@27/06/19 00:00:00,000000000@27/06/19 00:00:00,000000000@27/06/19 00:00:00,000000000@""@160269,677421@81825@171079@1504@""@""@""@@""
817@""@10@6039@19076760@29232652@14/07/18 00:00:00,000000000@13/07/19 00:00:00,000000000@14/07/18 00:00:00,000000000@""@381535,2@81849@@924@""@""@""@6@"Annually"
817@""@10@6040@19076760@0@14/07/19 00:00:00,000000000@13/07/20 00:00:00,000000000@14/07/19 00:00:00,000000000@""@381535,2@81849@171613@925@""@""@""@6@"Annually"
817@""@10@6041@19076760@0@14/07/20 00:00:00,000000000@13/07/21 00:00:00,000000000@14/07/20 00:00:00,000000000@""@381535,2@81849@@926@""@""@""@6@"Annually"
710@""@10@5867@1000@0@29/05/19 00:00:00,000000000@31/05/20 00:00:00,000000000@02/06/19 00:00:00,000000000@""@24,8@81658@170833@1598@""@""@""@1@"Single Payment"
1006@""@6@6038@1453000@0@27/05/19 00:00:00,000000000@30/06/19 00:00:00,000000000@27/05/19 00:00:00,000000000@""@301093,888889@81848@170375@1268@""@""@""@5@"Bi-Annually"
968@""@10@6292@33300@0@07/06/19 00:00:00,000000000@07/06/19 00:00:00,000000000@07/06/19 00:00:00,000000000@""@120202,258066@82133@171241@1712@""@""@""@2@"Bi-Monthly"
1048@""@5@5960@500100@0@28/05/19 00:00:00,000000000@28/05/20 00:00:00,000000000@01/07/19 00:00:00,000000000@""@5001@81792@170755@1586@""@""@""@6@"Annually"
1040@""@5@5944@11100@0@26/06/19 00:00:00,000000000@26/06/19 00:00:00,000000000@26/06/19 00:00:00,000000000@""@40067,419354@81777@170577@1514@""@""@""@@""
1040@""@5@5945@33300@0@27/06/19 00:00:00,000000000@27/06/19 00:00:00,000000000@27/06/19 00:00:00,000000000@""@120202,258066@81777@171078@1518@""@""@""@@""
1040@""@10@5946@22200@0@26/06/19 00:00:00,000000000@26/06/19 00:00:00,000000000@26/06/19 00:00:00,000000000@""@80134,838708@81778@170576@1516@""@""@""@@""
1040@""@10@5947@44400@0@27/06/19 00:00:00,000000000@27/06/19 00:00:00,000000000@27/06/19 00:00:00,000000000@""@160269,677421@81778@170579@1520@""@""@""@@""
1051@""@5@5948@200000@31116@29/05/19 00:00:00,000000000@30/04/20 00:00:00,000000000@31/05/19 00:00:00,000000000@""@1807,170543@81779@170999@1662@""@""@""@@""
1051@""@5@5949@300000@0@01/05/20 00:00:00,000000000@29/05/20 00:00:00,000000000@01/06/19 00:00:00,000000000@""@32155,172414@81779@171007@1664@""@""@""@@""
1029@""@10@5914@400000@0@28/05/19 00:00:00,000000000@31/05/19 00:00:00,000000000@28/05/19 00:00:00,000000000@""@413333,333332@81757@170496@1442@""@""@""@@""
1029@""@10@5915@450000@0@01/06/19 00:00:00,000000000@08/06/19 00:00:00,000000000@01/06/19 00:00:00,000000000@""@225000@81757@170510@1444@""@""@""@@""
1029@""@10@5916@550000@0@09/06/19 03:00:00,000000000@14/06/19 03:00:00,000000000@09/06/19 03:00:00,000000000@""@366666,666667@81757@170988@1466@""@""@""@@""
1029@""@16@5917@675000@0@27/05/19 00:00:00,000000000@31/05/19 00:00:00,000000000@27/05/19 00:00:00,000000000@""@557999,999999@81758@170563@1470@""@""@""@@""
1056@""@5@6046@250000000@26032941@30/05/19 00:00:00,000000000@29/05/20 00:00:00,000000000@30/05/19 00:00:00,000000000@""@1000000@81855@170942@1624@""@""@""@@""
726@""@1@6081@800000@0@01/05/19 00:00:00,000000000@30/05/19 00:00:00,000000000@10/06/19 00:00:00,000000000@""@2363310,657595@81886@170781@1588@""@""@""@@""
